target_index,sample_domain,sample_id,src,ref
61,news,kazinform-en.24592,"GAZIANTEP.KAZINFORM - Kazakh rescuers continue digging through the rubble searching for survivors in Türkiye, Kazinform cites the press service of the Kazakh Emergency Situations Ministry. The work of the rescuers is hampered by large amounts of debris and unstable constructions. As of now, the Kazakhstani rescue team pulled out seven quake survivors and the bodies of 19 people, including one kid, in Türkiye. First medical aid is also provided on a round-the-clock basis. Notably, a 7.7 magnitude quake that devastated parts of southeast Türkiye and northern Syria hit early Monday. As of today, the death toll from massive quakes hit the southeast of Türkiye exceeded 20,000.","GAZIANTEP.KAZINFORM – Kasachische Retter graben sich in der Türkei weiterhin auf der Suche nach Überlebenden durch die Trümmer, so laut Kazinform der Pressedienst des kasachischen Ministeriums für Notsituationen. Die Arbeit der Retter wird von großen Mengen an Schutt und instabilen Bauten behindert. Bisher hat das kasachische Rettungsteam in der Türkei sieben Überlebende des Erdbebens und die Leichen von 19 Menschen, darunter ein Kind, geborgen. Medizinische Erstversorgung wird auch rund um die Uhr geleistet. Ein beachtliches Erdbeben von der Stärke 7,7, das südöstliche Teile der Türkei und nördliche Syriens verwüstete, ereignete sich am Montagmorgen. Bis heute überschreitet die Opferzahl des starken Erdbebens, das den Südosten der Türkei traf, bereits 20.000."
68,news,latimes.160867,"In July 2022, California officials charged Kilcher with two felony counts of workers"" compensation fraud, accusing her of illegally collecting more than $96,000 in disability benefits between October 2019 and September 2021. The time frame also includes several months when Kilcher worked on ""Yellowstone,"" despite the actor's claims that she was too injured to work. Kilcher self-surrendered and was arraigned in May.","Im Juli 2022 klagten kalifornische Beamte Kilcher wegen zwei Straftaten im Bezug auf Arbeitsunfallversicherungsbetrug an. Sie wurde beschuldigt, zwischen Oktober 2019 und September 2021 unerlaubt mehr als 96.000 $ Invaliditätsleistungen erhalten zu haben. Dieser Zeitraum beinhaltet auch einige Monate, in denen Kilcher an „Yellowstone“ arbeitete, obwohl die Schauspielerin behauptete, sie wäre zu verletzt gewesen, um zu arbeiten. Kilcher stellte sich und wurde im Mai vor Gericht gestellt."
77,news,leadership-en.43063,"It's Fake News, CBN Debunks Claim It Lacks Capacity To Print More New Naira Notes","Es ist eine Falschmeldung, CBN dementiert die Behauptung, dass sie keine Kapazitäten habe, um mehr neue Naira-Banknoten zu drucken"
80,news,metro.co.uk.66063,Tim Sherwood tears into £44m signing Pedro Porro after dismal Tottenham debut,Tim Sherwood kritisiert 44 Mio. Pfund teure Verpflichtung von Pedro Porro nach katastrophalem Debüt bei Tottenham
85,news,msnbc.11229,Jack Smith should win any privilege fight over Mike Pence subpoena,Jack Smith müsste jeglichen Rechtsstreit um die Vorladung von Mike Pence gewinnen
97,news,pa.35733,Biden DOJ 'Doesn't Want an Armed Citizenry',Bidens Justizministerium „will keine bewaffneten Bürger“
113,news,seattle_times.570827,East Germany's last communist leader dies at 95,Letzter Vorsitzender des Ministerrats der DDR stirbt im Alter von 95 Jahren
129,news,thelocal.17459,IN NUMBERS: The Oslo boroughs where the most foreigners live,IN ZAHLEN: Die Osloer Stadtteile mit der höchsten Ausländerzahl
131,news,thelocal.17459,"Africans made up the third largest group of immigrants in Oslo, with 28,020 people from Africa living in Oslo. Europeans from countries that aren't part of the UK, EU or EEA were the fourth largest group, accounting for 15,566 Oslo residents. From here, the size of the groups drops significantly. For example, there were just shy of 7,000 citizens from South American countries in 2022, while there was a smidge over 3,000 nationals hailing from North and Central America. Meanwhile, there were less than 700 people from Oceania in Oslo.","Afrikaner bildeten die drittgrößte Einwanderergruppe in Oslo, mit 28.020 Personen aus Afrika, die in Oslo leben. Europäer aus Ländern, die nicht Teil des Vereinigten Königreichs, der EU oder des EWR sind, waren die viertgrößte Gruppe, mit 15.566 Einwohnern in Oslo. Ab hier nimmt die Größe der Gruppen deutlich ab. Beispielsweise gab es 2022 nur knapp 7.000 Bürger aus südamerikanischen Ländern und gerade mal etwas über 3.000 Staatsangehörige aus Nord- und Mittelamerika. Aus Ozeanien lebten weniger als 700 Personen in Oslo."
139,social,aaronsgiles.110351251990540992,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"Die gehackte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer Tabelle mit virtuellen Methoden aufrief."
146,social,AdrianRiskin.110351010944540000,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube."
157,social,ashanti-development-working-with-farming-communities-in-ghana.110350775326024000,"I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects. When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support. Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.","Ich hatte das Glück, 2011 sechs unvergessliche Monate an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, war ich hocherfreut vom Fortschritt zu erfahren, insbesondere beim Pflanzen von Bäumen und der Unterstützung der Landwirtschaft. Tausende Bäume wurden gepflanzt und die Bauern haben durch eine Reihe von Maßnahmen – von der Unterstützung beim Kauf von Geräten bis hin zu Schulungen – ihre Ernten steigern können."
167,social,b33fpebble.110351003098104000,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success. I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","(falls Sie es wissen wollen, ich habe so ziemlich jede „humane“ Falle auf dem Markt mit sehr geringem Erfolg ausprobiert. Ich bin nicht besonders glücklich, sie zu töten, aber ich werde mich auf keine Kommentare zur Ethik des Tötens von Mäusen einlassen.)"
169,social,bingofuel.110350529855184000,Sure they cut business taxes. But they also cut grants and tax credits that encourage more business activity.,"Ja, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften reduziert, die die Wirtschaft ankurbeln."
175,social,bright_helpings.110349824978800992,It's a thing I've never said before either.,"Das ist etwas, was ich auch noch nie zuvor gesagt habe."
186,social,chs.110349800361732992,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Heute früh deuteten IR-Satelliten- und Oberflächenbeobachtungen hin auf ein sich ausbreitendes Gebiet mit Hochnebel und lückenhaftem <URL>
190,social,cogitoergocum.110347866403094000,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Eines der verrücktesten Dinge daran, dass sich meine Nachbarn gegen mich gewendet haben, ist die Vorstellung darüber, wie viel Anstrengung es kostet, feindselig zu sein."
194,social,cogitoergocum.110347866403094000,They had keys to my apartment for 6+ years.,Sie hatten über 6 Jahre lang Schlüssel für meine Wohnung.
198,social,eli_oat.110350998292172992,"The Last of Us is an easy and canonical example of dad-ification. Joel uses his skills and ability to enact (extreme) acts of violence to accomplish a task that is coded as ""caring.""","The Last of Us ist ein einfaches und kanonisches Beispiel einer Vaterisierung. Joel nutzt sein Geschick und seine Fähigkeit, (extreme) Gewalttaten zu beschließen, um eine Aufgabe, die als „Fürsorge“ verschlüsselt ist, zu erfüllen."
216,social,gray17.110350774902091008,"It maybe has too many language subtleties. Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Vielleicht hat es zu viele sprachliche Feinheiten. Muss es in Mandarin und/oder Hokkien übersetzen, von denen ich keine Ahnung habe."
218,social,Gwendolyn.110349819552196992,Been toying with this thought for a little while:,Mit diesem Gedanken schon eine Weile gespielt:
220,social,Gwendolyn.110349819552196992,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible. In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Zwischengeschlechtlichkeit wird sogar vom TERF und dergleichen anerkannt, da sie im Allgemeinen eher körperlich und somit sichtbar ist. Genauso wie mentale Gesundheit von vielen als weniger „real“ als körperliche Gesundheit angesehen wird, habe ich irgendwie das Gefühl, dass transsexuell zu sein nur eine Zwischengeschlechtlichkeit im Geist ist."
221,social,Gwendolyn.110349819552196992,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate. It almost seems like ceding part of an argument to TERFs. I feel that to be trans is to be ""biologically non-binary"". My sex is non-binary, my gender is female.","Je mehr ich über Studien zu Sex, Geschlecht und Psychologie lese, desto eher scheint die Aussage „Ich bin männlich, mein Geschlecht ist weiblich“ vereinfacht und ungenau zu sein. Es scheint fast, als würde man einen Teil der These dem TERF überlassen. Ich denke, dass transsexuell zu sein bedeutet, „biologisch nicht-binär“ zu sein. Ich bin nicht-binär, mein Geschlecht ist weiblich."
231,social,hmhackmaster.110350770620187008,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,"Ich weiß nicht genau, warum mein Gehirn das nicht herausfinden kann; vielleicht sind die Werkzeuge einfach so umfangreich und vage, dass mein Gehirn aufgrund von „zu vielen Optionen“ einfach abschaltet."
235,social,hupfen.110347875196018000,...And that's how I found myself having to sort out a raid group roster.,"… Und so kam es, dass ich eine Raid-Gruppenliste ausarbeiten musste."
236,social,imtheq.110350767978472992,"I was a voracious reader in my youth. Then, life crushed my soul and I lost all my passion for fiction and great storytelling.",In meiner Jugend war ich ein unersättlicher Leser. Dann hat das Leben meine Seele zerstört und ich habe all meine Leidenschaft für Literatur und tolle Erzählungen verloren.
245,social,jacobyaudio.110351243790971008,These headlines and articles usually reference one CEO at one large company. It's all clickbait but it does worry me about the executives and managers who read these articles.,"Diese Schlagzeilen und Artikel beziehen sich normalerweise auf einen CEO bei einem großen Unternehmen. Es ist alles Clickbaiting, aber ich mache mir Sorgen um die Führungskräfte und Manager, die diese Artikel lesen."
246,social,jacobyaudio.110351243790971008,There was remote work prior to 2020. There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"Es gab schon vor 2020 Fernarbeit. Es wird auch weiterhin Jobs geben, die in absehbarer Zukunft aus der Ferne ausgeführt werden können."
257,social,krinkle.110351251103976000,"This is for Wikipedia's component library (OOUI). It is mostly semantic HTML with CSS, and generally does not require custom elements (which offers connectedCallback).",Dies ist für Wikipedias Komponentenbibliothek (OOUI). Es ist vor allem semantisches HTML mit CSS und erfordert im Allgemeinen keine benutzerdefinierten Elemente (die connectedCallback bietet).
259,social,legumancer.110349589436907008,"Casper the #rat is an absolute unit these days. I think my new job has been good for him - two free roams a day while I work, at fairly predictable times.","Casper, die #rat, ist in diesen Tagen absolut einzigartig. Ich glaube, mein neuer Job hat ihr gutgetan – zweimal am Tag darf sie sich austoben, während ich arbeite, zu ziemlich vorhersehbaren Zeiten."
270,social,manlycoffee.110351250115060992,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Neugierig geworden wollte ich vorurteilslos sein und auf meinem Test-iPhone sehen, wie Google Maps und Apple Maps im Vergleich abschneiden (mein täglicher Fahrer ist ein Android-Gerät, ich benutze also nur selten ein iPhone)."
276,social,manlycoffee.110351250115060992,Could it be that Google Search is integrated with Google Maps?,"Könnte es sein, dass die Google Suche in Google Maps integriert ist?"
284,social,MLClark.110350771110364992,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Ich wundere mich oft über die menschliche Fähigkeit, *so* selbstkritisch zu sein, während man mit so vielen Belegen für echte Grausamkeit überflutet wird."
291,social,mo8it.110349823511154000,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",Ich beim Extrahieren der Funktionen meiner #Axum Projekte in gemeinsame Bibliotheken: „Halte meine Tastatur“ :partyparrot: :helix: :ferrisdance:
294,social,mo8it.110349823511154000,How would you share personal libraries?,Wie würdest du persönliche Bibliotheken teilen?
295,social,mollysdailykiss.110351012770036000,"The prompt this week on Revelations is Stay up all night. I have been toying with this little piece on my head for a few days now. It is definitely more romance than filth. Maybe I have been reading to many romances with impossible 'meet cutes' and this is the result, but I like it. Also one day I am totally gonna do the mile high orgasm, maybe not with a str","Das Mottor in dieser Woche bei Revelations heißt Bleib die ganze Nacht auf. Ich habe schon ein paar Tage lang mit diesem kleinen Stück in meinem Kopf gespielt. Es ist auf jeden Fall eher romantisch als schmutzig. Vielleicht habe ich zu viele Romanzen mit unmöglichen „niedlichen Treffen“ gelesen und das ist das Ergebnis, aber ich mag es. Außerdem will ich eines Tages auf jeden Fall einen Orgasmus im Flugzeug haben, vielleicht nicht mit einem Str"
307,social,objects.110351011900664992,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress. I work out alone in my bedroom without a spotter or even a weight rack. Just me and a barbell with a bunch of weights. I bench press on my bed. If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me. Anyway, load is going up today. Still feels good.","Es ist verrückt, Gewichtheben zu machen, aber auch keine wirkliche Ahnung zu haben, was dein Ein-Wiederholungs-Maximum ist, weil das eine der Hauptmethoden ist, wie Leute ihren Fortschritt verfolgen. Ich trainiere alleine in meinem Schlafzimmer, ohne Betreuer oder gar einen Hantelständer. Nur ich und eine Langhantel mit einem Haufen Gewichte. Ich mache Bankdrücken auf meinem Bett. Wenn ich versuche, mein Ein-Wiederholungs-Maximum herauszufinden, habe ich wahrscheinlich nicht genug Gewichte, um mein Maximum zu erreichen, oder umgekehrt könnte ich mich ernsthaft verletzen/umbringen. Egal, heute packe ich noch ein paar Gewichte drauf. Fühlt sich immer noch gut an."
308,social,pamela.110349799698679008,I swear burrata didn't exist five years ago,"Ich schwöre, Burrata gab es vor fünf Jahren noch nicht"
312,social,peterdrake.110350524387664000,"This would be mainly for web browsing, occasional email, and some games.","Das wäre hauptsächlich zum Surfen im Internet, ab und zu für E-Mails und einige Spiele."
324,social,riesling.110349809063676992,"I quite like akkoma the software and the domain name I got for my instance. But I feel somehow I started this instance on the wrong foot, so to speak. And I never got comfy there. Will still linger a bit longer on here and think about whether I should migrate at all.","Ich finde akkoma, die Software und den Domainnamen, den ich für meine Instanz bekommen habe, ziemlich gut. Aber ich habe das Gefühl, dass ich diese Instanz sozusagen auf dem falschen Fuß angefangen habe. Und ich habe mich damit nie wohlgefühlt. Ich werde noch ein bisschen länger hier verweilen und darüber nachdenken, ob ich überhaupt migrieren sollte."
325,social,RogerBW.110350523854584992,#FalconGameBooks,#FalconGameBooks
331,social,seperis.110347877773316992,"I have literally tried and dropped EVERY SINGLE ONE. And up until like two years ago, I had no idea until I checked my transcripts.","Ich habe wirklich JEDEN EINZELNEN versucht und fallen gelassen. Und bis vor ungefähr zwei Jahren hatte ich keine Ahnung, bis ich meine Transkripte überprüfte."
334,social,Splodgenoodles.110347870538880000,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","Und das auch, obwohl ich hier in den letzten beiden Nächten nicht so gut geschlafen habe wie zu Hause und ein wenig #MECFS habe, weil ich mich einfach in einem fremden Umfeld befinde, in dem ich mich nicht so gut zurechtfinde und mir merken muss, wo was ist."
338,social,toze.110348403689403008,So I finally watched #Heartstopper,Ich habe mir endlich #Heartstopper angeschaut
344,social,viridian.110348408105752000,"Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.","Jeder Künstler war schon einmal an diesem Punkt, hat die gleichen Fehler gemacht. Gute Kritik hilft, das Problem schnell zu beheben, und richtet sich nicht gegen deine Fähigkeiten. Vorausgesetzt, dass du das Problem beheben oder eine Lösung finden kannst."
346,social,whknott.110348170320643008,"Jami slipped the note to him when they passed each other on the path, just before the dog watch. She was on her way to the wall, he was coming off duty. He glanced behind him to watch her go, and to make sure they hadn't been seen. She did not look back. He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains. One block-printed word. He spent a long time staring at it, trying to stay calm:","Jami gab ihm den Zettel, als sie kurz vor der Hundewache auf dem Weg aneinander vorbeigingen. Sie war auf dem Weg zur Wand, er hatte gerade Feierabend. Er schaute hinter sich, um sie gehen zu sehen und um sicherzugehen, dass sie nicht gesehen wurden. Sie drehte sich nicht um. Er wartete, bis er in der Dunkelheit der Koje angelangt war, bevor er den Zettel herauszog und ihn in einem Lichtstrahl las, der zwischen den Verdunkelungsvorhängen durchschien. Ein in Blockschrift gedrucktes Wort. Er starrte lange Zeit darauf und versuchte, ruhig zu bleiben:"
349,social,YakyuNightOwl.110351000720991008,"Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.","So sehr wir manche Leute auch schätzen mögen, wenn sie Faschisten nur eine unbedeutende Karriere bieten, sollten sie es vielleicht tragen."
350,social,_hypocaust.110348881246428992,This was the first time (but won't be the last) that Kaveesha Dilhari has both scored 20+ runs & taken 2+ wickets in the same T20I. She joins a select group of Sri Lankan women to have achieved the all-round feat in the format.,"Es war das erste Mal (aber nicht das letzte Mal), dass Kavisha Dilhari mehr als 20 Runs erzielte und mehr als 2 Wickets in derselben Twenty20 International erzielte. Sie gehört damit zu einer ausgewählten Gruppe von Frauen aus Sri Lanka, die dieses Meisterstück in diesem Format vollbracht haben."
